emp_no,first_name,last_name,title,from_date,salary
42268,Claude,Danner,Senior Engineer,1994-04-26,46187
42305,Tsz,Mikschl,Senior Engineer,1999-09-20,43172
42341,Haldun,Cangellaris,Senior Engineer,1995-09-21,55897
42352,Tuval,Chaudhuri,Senior Engineer,1999-04-13,40000
42360,Arunachalam,Itschner,Senior Engineer,1991-01-10,49051
42583,Joydip,Henseler,Senior Engineer,1993-08-05,75901
42590,Basim,Billawala,Senior Engineer,1994-10-30,46900
42591,Lakshmi,Eppinger,Senior Engineer,2001-10-13,51629
42684,Behnaam,Dengi,Senior Engineer,1993-07-29,40000
42933,Zhiwei,Pleszkun,Senior Engineer,1994-10-13,49736
42949,Mokhtar,Kawashima,Senior Engineer,1994-09-08,44164
42998,Fei,Boyle,Senior Engineer,1993-10-10,40000
43068,Nikolaos,Halloran,Senior Engineer,1987-05-22,40000
43073,Urs,Andreotta,Senior Engineer,1994-09-25,57625
43084,Babette,Leijenhorst,Senior Engineer,1991-08-15,43792
43108,Nevin,Perz,Senior Engineer,1996-03-08,67152
43114,Yurii,Kamble,Senior Engineer,1996-04-18,45216
43306,Frederique,Zweizig,Senior Engineer,1989-09-05,57336
43308,Hauke,Validov,Senior Engineer,1992-11-25,40000
43318,Rasikan,Boyle,Senior Engineer,1998-03-01,40000
43348,Berry,Gonthier,Senior Engineer,1994-07-05,40000
43367,Conal,Kisuki,Senior Engineer,1996-12-20,62045
43373,Wanqing,Serov,Senior Engineer,1988-03-04,50872
43447,Lakshmi,Gente,Senior Engineer,1996-09-23,66055
43448,Gilbert,Preusig,Senior Engineer,1991-02-16,47038
43491,Barry,Kroha,Senior Engineer,1992-08-09,40000
43500,Maria,Bennis,Senior Engineer,1993-01-28,40355
43577,Torsten,Birke,Senior Engineer,1997-08-30,40000
43627,Jungsoon,Armand,Senior Engineer,1996-08-04,40000
43878,Karoline,Furedi,Senior Engineer,1993-10-19,40000
43932,Zhensheng,Seiwald,Senior Engineer,1987-02-13,42100
43942,Bedir,Rassart,Senior Engineer,1994-10-11,40000
43945,Guozhong,Thisen,Senior Engineer,1996-11-17,68312
43963,Sanjeeva,Covnot,Senior Engineer,1992-04-01,58732
43966,Serif,Miculan,Senior Engineer,1997-09-28,40000
43983,Goa,Capobianchi,Senior Engineer,1993-11-28,43404
43996,Hiroyasu,Bodoff,Senior Engineer,2002-06-25,57941
44011,Panayotis,Karner,Senior Engineer,1998-10-23,45086
44022,Chiranjit,Dayang,Senior Engineer,1999-09-23,40000
44229,Bojan,Luft,Senior Engineer,1999-06-08,52310
44240,Deniz,Famili,Senior Engineer,1996-09-06,44513
44251,Martine,Haldar,Senior Engineer,1992-03-02,41526
44256,Doohun,Krzyzanowski,Senior Engineer,1993-02-28,40000
44292,Alexius,Georg,Senior Engineer,1993-01-17,40000
44301,Fatemeh,Nivat,Senior Engineer,1993-11-06,41760
44354,Basant,Garnier,Senior Engineer,1985-02-27,60932
44375,Emran,Isard,Senior Engineer,1997-02-23,79175
44392,Bedir,Shigei,Senior Engineer,1991-03-11,42369
44393,Turgut,Douceur,Senior Engineer,2000-03-08,40000
44395,Mario,Eastman,Senior Engineer,1992-01-25,82198
44397,Moon,Mitsuhashi,Senior Engineer,1990-05-14,40993
44784,Mohammed,Koblick,Senior Engineer,1997-05-15,40000
44806,Vishu,Schwabacher,Senior Engineer,1992-09-19,40000
44809,Nagui,Gill,Senior Engineer,1994-04-14,50369
44821,Martien,Covnot,Senior Engineer,1989-09-15,44917
44839,Xudong,Greibach,Senior Engineer,1997-07-17,48456
44883,Kagan,Cichocki,Senior Engineer,1995-11-20,55765
44886,Poornachandra,Kuszyk,Senior Engineer,2000-09-17,40000
44891,Cheong,Zaumen,Senior Engineer,1994-04-21,51220
44908,Kamakshi,Pehl,Senior Engineer,1995-05-24,54891
44913,Vishu,Cappelli,Senior Engineer,1995-06-06,43102
44943,Lalit,Hmelo,Senior Engineer,1999-06-18,41434
44952,Zeydy,Munoz,Senior Engineer,1994-04-18,54675
44963,Amabile,Gimbel,Senior Engineer,1996-12-26,94383
44965,Tetsurou,Suppi,Senior Engineer,1988-10-19,58994
45172,Saeko,Radhakrishnan,Senior Engineer,2001-10-20,54912
45204,Alexius,Candan,Senior Engineer,1995-05-05,43238
45216,Gou,Ballarin,Senior Engineer,1993-05-26,41211
45228,Utpal,Unni,Senior Engineer,2000-05-08,52606
45290,Thanasis,Varman,Senior Engineer,1994-02-17,40000
45306,Pranjal,Rajaraman,Senior Engineer,1997-03-19,48231
45318,Franziska,Dalton,Senior Engineer,1996-08-08,40000
45331,Keung,Peot,Senior Engineer,1985-04-24,40000
45333,Leszek,Waeselynck,Senior Engineer,2000-01-15,63235
45537,Ottavia,Wissmann,Senior Engineer,1994-04-22,49858
45550,Shaowen,McFarlin,Senior Engineer,1993-05-21,53893
45561,Navid,Lodder,Senior Engineer,2000-06-24,40000
45570,Shuho,Schwartzburd,Senior Engineer,1997-09-27,41149
45593,Xiaocheng,Litzler,Senior Engineer,1993-07-27,52190
45599,Ronnie,Harnett,Senior Engineer,2000-06-07,40000
45612,King,Monkewich,Senior Engineer,1993-06-18,45243
45634,Barry,Ghemri,Senior Engineer,1994-03-30,67342
45669,Janalee,Boudaillier,Senior Engineer,1994-07-25,66337
45695,Danco,Kowalchuk,Senior Engineer,1985-11-21,40000
45731,Naraig,Bouloucos,Senior Engineer,1986-03-12,44160
45788,Shiv,Mitsuhashi,Senior Engineer,2001-04-18,48099
45797,Chikara,Khalid,Senior Engineer,1997-12-31,40000
45808,Yongdong,Eiron,Senior Engineer,1988-04-28,67640
45821,Garnik,Dredge,Senior Engineer,1992-08-17,51546
45828,Panayotis,Litzkow,Senior Engineer,2002-05-02,65770
45867,Hailing,Denna,Senior Engineer,1987-06-20,41291
46079,Genevieve,Varman,Senior Engineer,1986-12-02,56474
46090,Iara,Whittlesey,Senior Engineer,1987-12-19,42445
46141,Sven,Nollmann,Senior Engineer,1995-02-17,61599
46164,Arumugam,Wynblatt,Senior Engineer,1986-03-31,51057
46176,Hatsukazu,Murrill,Senior Engineer,1991-08-13,40000
46203,Ferdinand,Dymetman,Senior Engineer,1985-06-04,40000
46236,Thodoros,Edelhoff,Senior Engineer,1996-05-18,40000
46248,Leif,dAstous,Senior Engineer,1986-05-28,40000
46452,Filipp,Christianini,Senior Engineer,1994-09-15,53925
46466,Eberhardt,Cusworth,Senior Engineer,1991-11-29,53479
46548,Uno,Schlenzig,Senior Engineer,1987-02-10,40000
46562,Tiina,Panangaden,Senior Engineer,1999-06-30,40252
46563,Marlo,Veldwijk,Senior Engineer,1996-08-26,40000
46630,Shao,Coorg,Senior Engineer,1993-04-05,40000
46959,Dulce,Haldar,Senior Engineer,1995-02-13,40000
46960,Adas,Ranze,Senior Engineer,1996-06-26,40000
46964,Tiina,McClure,Senior Engineer,1996-01-11,40000
46974,Shigehiro,Melski,Senior Engineer,1991-08-17,40000
46984,Pascal,Kandlur,Senior Engineer,2001-07-25,65966
47215,Zhenbing,Swen,Senior Engineer,1994-09-12,40000
47224,Kankanahalli,Honiden,Senior Engineer,2000-08-17,57544
47227,Jiafu,Gulla,Senior Engineer,1998-09-28,60919
47239,Zissis,Schaad,Senior Engineer,1997-06-22,53575
47246,Teruyuki,Broder,Senior Engineer,2001-03-01,40000
47282,Mihalis,Herath,Senior Engineer,1994-09-16,40000
47293,Unal,Beidas,Senior Engineer,2002-06-16,40000
47299,Dmitri,Wixon,Senior Engineer,1995-05-26,40000
47340,Jaber,Pokrovskii,Senior Engineer,1994-12-12,43914
47358,Tommaso,Lieberherr,Senior Engineer,1994-12-29,59821
47568,Jaewoo,Lagarias,Senior Engineer,1992-06-30,47948
47586,Goncalo,Rothe,Senior Engineer,1987-01-17,40000
47606,Howell,Versino,Senior Engineer,2001-10-13,42459
47611,Eldridge,Fandrianto,Senior Engineer,1992-08-03,65917
47737,Kensei,Speek,Senior Engineer,1986-01-20,84820
47928,Zhensheng,Zweizig,Senior Engineer,1993-10-11,47249
47930,Apostol,Coors,Senior Engineer,1994-12-23,40000
47947,DAIDA,Keirsey,Senior Engineer,1993-04-25,55875
47958,Jaques,Tibblin,Senior Engineer,1989-08-01,47425
47997,Babette,Botman,Senior Engineer,1993-05-06,45570
48020,Nobuyoshi,Strandh,Senior Engineer,1997-07-31,40000
48028,Steve,Bach,Senior Engineer,2000-10-29,44406
48031,Bezalel,Klassen,Senior Engineer,1987-05-21,40000
48043,Visit,Murtafg,Senior Engineer,2000-09-27,52886
48058,Duke,Peltason,Senior Engineer,1987-07-31,40000
48080,Florina,Coorg,Senior Engineer,1994-01-10,50005
48314,Mang,Chiodo,Senior Engineer,1990-07-06,51404
48332,Hailing,Kleiser,Senior Engineer,1986-04-29,52927
48337,Martine,Fontet,Senior Engineer,1996-06-20,44139
48362,Zvonko,Jording,Senior Engineer,1995-05-03,52051
48375,Jaques,Aloia,Senior Engineer,1993-09-28,41710
48376,Sreenivas,Wixon,Senior Engineer,1995-06-25,50410
48387,Conor,Krybus,Senior Engineer,2001-02-27,44749
48405,Mona,Gustavson,Senior Engineer,1997-12-10,46199
48407,Theirry,Gischer,Senior Engineer,1996-02-23,90964
48423,Szabolcs,Famili,Senior Engineer,1998-07-09,40000
48488,Mong,Feldmann,Senior Engineer,1994-04-18,54564
48521,Yurij,Tzvieli,Senior Engineer,1987-10-11,49550
48525,Heeju,Eastman,Senior Engineer,1985-11-17,48601
48533,Mohammed,Uhrig,Senior Engineer,1994-02-21,40000
48578,Ymte,Luiz,Senior Engineer,1997-08-07,40000
48591,Kamran,Rahier,Senior Engineer,1996-02-21,45831
48602,Seongbae,Matheson,Senior Engineer,1992-08-17,40000
48626,Jianwen,Munro,Senior Engineer,1987-06-10,69522
48632,Mingsen,Butterworth,Senior Engineer,1992-11-23,40000
48648,Billur,Munck,Senior Engineer,1999-12-12,45234
48917,Rosalyn,Vernadat,Senior Engineer,1996-12-12,40000
48985,Divine,Ozeki,Senior Engineer,1993-08-15,52370
48988,Claudi,Famili,Senior Engineer,1995-08-21,40000
48999,Boriana,Neimat,Senior Engineer,1994-01-03,51873
49030,Monique,Thombley,Senior Engineer,1993-08-19,46049
49235,Heather,Shiratori,Senior Engineer,2002-02-05,43880
49251,Barry,Shimshoni,Senior Engineer,1995-10-16,43806
49264,Hsiangchu,Landherr,Senior Engineer,1989-02-09,40000
49280,Tse,Oxman,Senior Engineer,1992-09-19,40000
49301,Kien,Schnabel,Senior Engineer,1987-07-16,45047
49306,Tuval,Iwayama,Senior Engineer,1992-09-14,40000
49320,Zhigen,Ratnakar,Senior Engineer,1994-03-07,63806
49340,Rosella,Egerstedt,Senior Engineer,1992-01-27,53387
49353,Kristin,Lorys,Senior Engineer,1985-12-24,49721
49383,Ipke,Krone,Senior Engineer,1997-10-22,40000
49385,Vesna,Egerstedt,Senior Engineer,1996-01-21,45055
49594,Morris,Eiron,Senior Engineer,1991-12-03,40000
49619,Fumiyo,Cools,Senior Engineer,1995-08-26,63421
49699,Lidong,Dulli,Senior Engineer,1998-02-07,40000
49758,Radoslaw,Callaway,Senior Engineer,1990-06-23,57572
49772,Navin,Cools,Senior Engineer,1992-02-13,40000
49971,Oddvar,Mandelberg,Senior Engineer,1988-11-30,45342
50006,Charmane,Yeung,Senior Engineer,2002-02-12,43309
50019,Aloke,Neiman,Senior Engineer,1993-01-29,54307
50034,Jixiang,Muhling,Senior Engineer,1987-02-12,40000
50041,Tze,Denny,Senior Engineer,1993-11-02,41012
50093,Irene,Improta,Senior Engineer,1993-02-11,40530
50145,Angel,Peyn,Senior Engineer,1987-01-08,40000
50348,Genevieve,Binkley,Senior Engineer,1996-07-06,49758
50377,Charlene,Lipner,Senior Engineer,1996-08-09,71990
50393,Lunjin,Marzano,Senior Engineer,1993-11-06,55848
50437,Maha,Beilner,Senior Engineer,1997-08-12,40000
50449,Jagoda,Alvarado,Senior Engineer,1993-12-01,75644
50475,Paris,Hennebert,Senior Engineer,1995-11-08,49456
50512,Yolla,Shimshoni,Senior Engineer,2002-07-01,40000
50513,Gritta,Antonisse,Senior Engineer,1995-05-17,68513
50707,Uno,Coney,Senior Engineer,2002-03-20,46266
50739,Kiyomitsu,Guenter,Senior Engineer,1988-10-13,48998
50790,Hugo,Serdy,Senior Engineer,1997-06-11,58147
50814,Aamer,Daescu,Senior Engineer,1988-09-16,49220
50828,Fumiyo,Henders,Senior Engineer,1988-01-02,40000
50843,Uno,Aumann,Senior Engineer,1996-01-18,42886
50856,Hironoby,Melter,Senior Engineer,1992-03-20,40000
50881,Ravishankar,Itzfeldt,Senior Engineer,1988-03-08,53469
51078,Maia,Leuchs,Senior Engineer,1999-07-02,40000
51082,Patricio,Kobara,Senior Engineer,1993-01-20,47222
51149,Gilbert,Rajcani,Senior Engineer,1997-08-29,40000
51166,Xiaobin,Ginesta,Senior Engineer,2001-07-08,61207
51190,Sivanarayana,Zedlitz,Senior Engineer,1999-08-25,50358
51194,Freyja,Schach,Senior Engineer,1994-10-10,43263
51219,Niclas,Ernst,Senior Engineer,1993-10-07,49267
51234,Berna,Axelband,Senior Engineer,1998-01-08,61536
51269,Sangeeta,Schmittgen,Senior Engineer,2000-05-08,55277
51299,Demos,McClure,Senior Engineer,1992-07-20,63026
51363,Georgy,Sundgren,Senior Engineer,1994-03-16,61721
51402,Vasiliy,Kuhnemann,Senior Engineer,1995-05-19,40000
51404,Lalit,Desikan,Senior Engineer,1995-03-16,40000
51412,Atreye,Shumilov,Senior Engineer,1992-09-18,76157
51438,Alagu,Bernatsky,Senior Engineer,2001-12-27,56119
51645,Berto,Stassinopoulos,Senior Engineer,1994-09-07,48041
51646,Maren,Hellwagner,Senior Engineer,1994-05-08,40000
51662,Shir,Varman,Senior Engineer,1991-10-16,53867
51724,Xiong,Kolvik,Senior Engineer,2000-11-20,73463
51736,Shigehiro,Valiente,Senior Engineer,1996-10-27,44781
51738,Guenter,Norsworthy,Senior Engineer,1985-09-16,45305
51781,Mandell,Murtagh,Senior Engineer,1995-07-31,40000
51788,Uzi,Chleq,Senior Engineer,1991-06-25,40000
52001,Irene,Varman,Senior Engineer,1994-05-12,40000
52002,Parviz,Stamatiou,Senior Engineer,1999-03-05,51639
52063,Ferdinand,Lunt,Senior Engineer,1992-07-02,40000
52069,Conrado,Krohm,Senior Engineer,1994-11-30,57834
52098,Martine,Delaune,Senior Engineer,1991-05-08,65970
52108,Anestis,Reinhart,Senior Engineer,1992-05-11,55719
52131,Tonny,Collette,Senior Engineer,1999-05-20,56874
52144,Gad,Hoogerwoord,Senior Engineer,1992-12-21,49259
52175,Oldrich,Cronan,Senior Engineer,1998-04-21,53314
52411,Elvis,Alpin,Senior Engineer,1997-04-16,40978
52413,Qiwen,Brobst,Senior Engineer,1993-12-08,75404
52417,Eran,Rahimi,Senior Engineer,2000-08-22,56389
52465,Gift,Ramsay,Senior Engineer,2000-03-30,51258
52483,Kazuhira,Boyle,Senior Engineer,1999-03-28,40000
52548,Mario,Ritzmann,Senior Engineer,1987-03-25,54307
52746,Ingmar,Neimat,Senior Engineer,1990-02-17,80170
52761,Toshimori,Delgrossi,Senior Engineer,1994-09-08,40000
52815,Djenana,Makrucki,Senior Engineer,2001-01-18,49163
52897,Arnd,Isaac,Senior Engineer,1994-03-05,40000
53130,Anestis,Poupard,Senior Engineer,1985-03-31,71330
53138,Parke,Schaaf,Senior Engineer,1992-06-13,40000
53146,Guenter,Rosay,Senior Engineer,1991-04-15,61045
53150,Kiyotoshi,Kakkad,Senior Engineer,1992-08-14,40000
53154,Chaosheng,Akazan,Senior Engineer,1988-09-16,40000
53157,Weiye,Birge,Senior Engineer,1992-12-04,49549
53159,Jaewon,Cherinka,Senior Engineer,1997-02-04,60440
53162,Marke,Bamford,Senior Engineer,2002-03-29,47988
53177,Vugranam,Sichman,Senior Engineer,1993-03-31,40000
53178,Franziska,Melichar,Senior Engineer,1993-12-18,41040
53186,Martien,Penn,Senior Engineer,1987-08-19,54299
53194,Lorien,Unno,Senior Engineer,1987-04-25,40000
53217,Shem,Heystek,Senior Engineer,1991-05-27,43200
53273,Moon,Fraisse,Senior Engineer,1998-03-16,53161
53489,Marko,Cherinka,Senior Engineer,1996-09-20,57086
53509,Radoslaw,Osgood,Senior Engineer,1992-12-13,40000
53546,Dietrich,Rodier,Senior Engineer,1995-08-01,40000
53560,Bernice,Senzako,Senior Engineer,1986-03-07,40000
53589,Kitty,Spell,Senior Engineer,2001-02-07,42166
53601,Avishai,Felder,Senior Engineer,1995-06-22,40000
53947,Shooichi,Henseler,Senior Engineer,1997-07-21,50967
53974,Nahla,Reghbati,Senior Engineer,1998-05-24,47882
54226,Chinya,Michaeli,Senior Engineer,1992-05-16,65577
54257,Satoru,Molenaar,Senior Engineer,1996-06-19,40000
54307,Yuqun,Bondorf,Senior Engineer,1986-11-16,40969
54309,Mohamadou,Bressoud,Senior Engineer,1986-07-10,67544
54352,Hilary,Daescu,Senior Engineer,1998-08-04,54271
54366,Mohamadou,Terekhov,Senior Engineer,1995-04-28,57343
54375,Rafail,Hofstetter,Senior Engineer,1996-02-15,44994
54383,Sanjay,Makrucki,Senior Engineer,1992-05-21,40000
54389,Bingning,Linares,Senior Engineer,1988-08-14,40000
54614,Nobuyoshi,Antonakopoulos,Senior Engineer,1998-07-19,40097
54621,Sven,Murrill,Senior Engineer,1991-03-07,44946
54648,Denny,Setiz,Senior Engineer,1992-02-19,54937
54677,Chirstian,Schaaf,Senior Engineer,1997-04-04,43197
54685,Marek,Georgatos,Senior Engineer,1998-05-14,60559
54704,Kellyn,Rebaine,Senior Engineer,1996-12-01,40000
54767,Richara,Peac,Senior Engineer,2001-08-09,51061
54770,Charlene,Demizu,Senior Engineer,1994-12-16,57923
54772,Khedija,Krohn,Senior Engineer,1994-12-30,43934
54773,Avishai,Cichocki,Senior Engineer,1988-08-08,46926
54783,Abdelghani,Nannarelli,Senior Engineer,1991-01-08,53971
54789,Munehiro,Boyle,Senior Engineer,1996-10-21,40000
54830,Tadahiro,Trystram,Senior Engineer,2001-10-16,51781
54853,Van,Heemskerk,Senior Engineer,1998-04-04,40000
54855,Gian,Gulla,Senior Engineer,1985-08-29,40000
54858,Chinho,Sundgren,Senior Engineer,2001-04-07,40000
54868,Ult,Highland,Senior Engineer,1995-01-04,40000
54888,Manohar,Danley,Senior Engineer,1991-07-25,40000
54892,Sandeepan,Goldhammer,Senior Engineer,1992-07-26,40000
54918,Volkmar,Malinowski,Senior Engineer,1991-08-16,40000
54923,Masoud,Perz,Senior Engineer,1998-01-12,40000
54950,Yuriy,Anick,Senior Engineer,1990-04-21,51468
55154,Brigham,Schiettecatte,Senior Engineer,1988-03-05,40000
55180,Ung,Falco,Senior Engineer,1999-10-13,40000
55192,Weijing,Templeman,Senior Engineer,1988-09-05,40000
55199,Marco,Gadepally,Senior Engineer,1996-11-21,70344
55210,Wonhee,Thombley,Senior Engineer,2000-12-22,66646
55240,Weiru,Zwicker,Senior Engineer,1993-04-09,40000
55265,Luisa,Waleschkowski,Senior Engineer,1986-05-22,59415
55272,Mohua,Isaac,Senior Engineer,1992-08-10,56864
55276,Masali,Cools,Senior Engineer,1987-10-02,63635
55281,Mohammad,Ellozy,Senior Engineer,1992-03-25,40000
55285,Bikash,Siegrist,Senior Engineer,1992-06-30,58519
55320,Wayne,Waschkowski,Senior Engineer,1994-02-11,52717
55542,Candido,Gaughan,Senior Engineer,1998-01-10,40000
55590,Anoosh,Shumilov,Senior Engineer,1996-09-07,52740
55622,Peer,Ranta,Senior Engineer,1993-01-17,52431
55637,Szabolcs,Erde,Senior Engineer,2002-01-23,40000
55639,Gaetan,Bridgland,Senior Engineer,1994-10-11,40000
55655,Pranav,Tzvieli,Senior Engineer,1994-10-02,72953
55665,Mantis,Maginnis,Senior Engineer,1985-09-07,40857
55669,Shounak,Saoudi,Senior Engineer,1990-03-03,46585
55894,Atreye,Schaft,Senior Engineer,1996-12-11,59833
55897,Jiafu,Karnin,Senior Engineer,1993-09-01,47585
55914,Lobel,Thibadeau,Senior Engineer,1997-05-06,44031
55919,Chiranjit,Nergos,Senior Engineer,1991-02-12,40000
55935,Theirry,Skafidas,Senior Engineer,2001-06-22,40000
55946,Shan,Wossner,Senior Engineer,1997-12-22,41947
56010,Noritoshi,Nyanchama,Senior Engineer,1994-06-30,40000
56020,Alagu,Byoun,Senior Engineer,1993-09-05,57056
56026,Martine,Farris,Senior Engineer,1997-04-05,48601
56298,Gro,Peir,Senior Engineer,1995-11-05,64827
56300,Serge,Zobel,Senior Engineer,1994-10-17,47009
56306,Mack,Lindqvist,Senior Engineer,1997-07-20,66646
56312,Jaber,Baek,Senior Engineer,2000-09-22,40000
56325,Subir,Gniady,Senior Engineer,1985-12-02,40000
56327,Holgard,Karunanithi,Senior Engineer,1993-03-02,46570
56329,Zhenhua,Naumovich,Senior Engineer,1987-02-22,51821
56368,Doowon,Angel,Senior Engineer,1994-06-07,57178
56380,Shuzo,Atchley,Senior Engineer,1990-05-26,52819
56389,Ronghao,Ghandeharizadeh,Senior Engineer,2001-08-05,40000
56400,Froduald,Munke,Senior Engineer,1997-06-01,46357
56663,Eben,Takanami,Senior Engineer,1993-10-05,40000
56684,Qiwen,Yoshizawa,Senior Engineer,2000-11-05,40000
56692,Theirry,Serre,Senior Engineer,1999-08-02,40000
56715,Rasiah,Gurbaxani,Senior Engineer,1992-06-02,74491
56740,Sashi,Vuskovic,Senior Engineer,1998-07-27,40771
56744,Yongqiao,Schwaller,Senior Engineer,1996-05-05,48670
56804,Arra,Heinisuo,Senior Engineer,1991-12-09,71519
57006,Dung,Middleton,Senior Engineer,1998-07-10,41975
57022,Michaela,Keustermans,Senior Engineer,2000-01-23,40000
57043,Jaber,Falco,Senior Engineer,1997-06-24,40000
57064,Arco,Serov,Senior Engineer,1990-11-26,40000
57068,Mari,Rabehasaina,Senior Engineer,1999-12-08,40000
57071,Wilmer,Stenning,Senior Engineer,1999-10-01,40000
57078,Itzchak,Polupanov,Senior Engineer,1997-05-14,40000
57079,Shay,Rassart,Senior Engineer,1994-08-23,70130
57111,Armond,Suermann,Senior Engineer,1991-12-30,40000
57380,Bodh,Verhoeff,Senior Engineer,1987-02-19,40000
57442,Arvin,Klassen,Senior Engineer,1992-11-15,41450
57464,Weidon,Benveniste,Senior Engineer,1986-04-23,66008
57489,Jaihie,Benaini,Senior Engineer,1991-06-18,63167
57513,Zorica,Merli,Senior Engineer,1999-02-26,40000
57531,Tonia,Tomescu,Senior Engineer,1994-10-31,60218
57532,Yannis,Cochrane,Senior Engineer,1990-11-29,40000
57544,Gererd,Lammel,Senior Engineer,1986-04-11,47378
57740,Georgi,Osgood,Senior Engineer,1993-03-30,67944
57834,Hideyuki,Demeyer,Senior Engineer,1992-07-08,40000
57837,Aria,Murtafg,Senior Engineer,1996-02-09,40000
57865,Kazuhiro,Demian,Senior Engineer,1992-11-25,40000
57869,Martine,Perl,Senior Engineer,1996-11-26,51324
57870,Yurii,Georgatos,Senior Engineer,1998-02-17,40000
57877,Brigham,Delgrande,Senior Engineer,1998-09-22,74055
57883,Uma,Danlos,Senior Engineer,1987-10-27,40000
57893,Khalid,Tasistro,Senior Engineer,1992-08-01,40000
57898,Atilio,Pearson,Senior Engineer,1986-05-17,45633
57929,Gro,Debuse,Senior Engineer,1985-11-13,55208
57945,Tsvetan,Merlo,Senior Engineer,1997-05-08,56883
57980,Shay,Matheson,Senior Engineer,1991-04-29,47878
57990,Haldun,Buescher,Senior Engineer,1999-08-01,40000
58007,Nitsan,Zlotek,Senior Engineer,2002-01-03,54854
58024,Naftaly,Berztiss,Senior Engineer,1999-08-08,40000
58027,Yakkov,Luef,Senior Engineer,2001-01-18,50572
58035,Jenwei,Speckmann,Senior Engineer,1994-02-05,57073
58059,Behnaam,Zwicker,Senior Engineer,1991-06-20,41917
58325,Kokou,Riexinger,Senior Engineer,1995-11-28,41626
58352,Soenke,Hatcliff,Senior Engineer,1996-07-27,40000
58357,Djenana,Vecchi,Senior Engineer,1998-10-02,46870
58366,Akeel,Schnabel,Senior Engineer,1995-11-03,66579
58387,Shaz,Thebaut,Senior Engineer,1994-12-20,46577
58388,Aemilian,Parveen,Senior Engineer,1994-12-25,40000
58657,Pasqua,Kaltofen,Senior Engineer,1986-12-04,40000
58678,Vivian,Zwicker,Senior Engineer,1990-11-15,56911
58727,Junichi,Rullman,Senior Engineer,1990-06-15,54576
58728,Boguslaw,Parfitt,Senior Engineer,1993-06-29,40384
58788,Shmuel,Anger,Senior Engineer,1986-01-27,41022
58789,Hercules,Cochrane,Senior Engineer,1995-04-26,54288
58826,Emdad,Peral,Senior Engineer,1995-05-20,40000
58830,Uzi,Cunliffe,Senior Engineer,1992-02-27,40836
58835,Van,Vigier,Senior Engineer,1986-12-11,40000
58836,Constantino,Rahimi,Senior Engineer,1993-12-27,45088
58837,Bowen,Waleschkowski,Senior Engineer,1990-06-01,40000
59047,Jiong,Botman,Senior Engineer,1994-04-03,55318
59078,Licheng,Larfeldt,Senior Engineer,1996-12-01,52687
59089,Ramya,Zirintsis,Senior Engineer,1997-06-23,65044
59094,Adin,McDermid,Senior Engineer,1993-01-03,75660
59107,Anneke,Constantine,Senior Engineer,1994-04-03,40000
59109,Tesuya,Morrey,Senior Engineer,1996-11-24,43715
59128,Jianwen,Lorho,Senior Engineer,1996-03-21,40000
59142,Murthy,Haraldson,Senior Engineer,1989-11-19,40000
59145,Tzu,Birch,Senior Engineer,1994-01-13,40078
59166,Charlene,Bernardinello,Senior Engineer,1997-12-06,50701
59183,Kotesh,Cronau,Senior Engineer,1996-09-11,56473
59206,Shan,Wroclawski,Senior Engineer,1991-04-18,40313
59409,Mechthild,Reeken,Senior Engineer,1995-09-01,80439
59435,Serge,Baig,Senior Engineer,1987-02-06,47606
59450,Goncalo,Highland,Senior Engineer,1987-01-24,40000
59488,Saeko,Montresor,Senior Engineer,1998-01-18,48499
59513,Xiaoheng,Rosaz,Senior Engineer,1986-10-02,40000
59537,Yefim,Pargaonkar,Senior Engineer,1987-05-23,40000
59538,Constantijn,Stiles,Senior Engineer,1996-04-06,41231
59790,Vishv,Heering,Senior Engineer,1991-10-30,61516
59841,Pranav,Deverell,Senior Engineer,1992-06-05,40256
59859,Shunichi,Henseler,Senior Engineer,1994-07-10,57227
59878,Hitofumi,Gist,Senior Engineer,1987-11-07,65063
59883,Sanjiv,Serov,Senior Engineer,1987-10-27,40974
59891,Guttorm,Linnainmaa,Senior Engineer,1994-02-27,63941
59898,Gao,Iwayama,Senior Engineer,1996-07-26,52483
59916,Anneli,Smeets,Senior Engineer,1996-11-29,40000
59945,Leen,Kakkad,Senior Engineer,1998-12-30,40000
60158,Shim,Hofman,Senior Engineer,1992-11-21,53746
60175,Hatsukazu,Sankaranarayanan,Senior Engineer,1997-10-30,40000
60185,Weiyi,Gruenwald,Senior Engineer,1987-06-28,40525
60204,Giri,Macedo,Senior Engineer,1994-09-09,57213
60263,Barun,Perng,Senior Engineer,1992-04-21,40000
60285,Nitsan,Coorg,Senior Engineer,1994-04-14,40000
60514,Ayakannu,Vecchio,Senior Engineer,1992-07-01,70549
60522,Becky,Polupanov,Senior Engineer,1995-12-22,51557
60551,Caolyn,Irland,Senior Engineer,1986-04-27,53167
60597,Ute,Schlumberger,Senior Engineer,2001-12-08,40000
60620,Dhritiman,Lukaszewicz,Senior Engineer,1996-06-14,40000
60642,Marek,Junet,Senior Engineer,1996-01-27,40000
60669,Gaetan,Antonakopoulos,Senior Engineer,1997-05-21,40000
60686,Baocai,Pocchiola,Senior Engineer,1994-01-22,60392
60891,Mingzeng,DeMori,Senior Engineer,1987-03-13,40000
60894,Lein,Fendler,Senior Engineer,1999-05-25,52840
