emp_no,title,first_name,last_name,from_date
83576,Senior Engineer,Mayumi,Cronan,1994-12-19
83583,Senior Staff,Guadalupe,Sethi,1993-01-19
83584,Senior Engineer,Bojan,Weiland,2000-02-15
83585,Senior Engineer,Susuma,Himler,1993-12-03
83592,Senior Engineer,Georgy,Baek,1998-02-01
83595,Senior Engineer,Divine,Koshino,1993-03-25
83600,Senior Engineer,Muzhong,Mayerwieser,1994-07-29
83614,Senior Engineer,Takanari,Schach,1992-10-05
83626,Technique Leader,Reuven,Maccarone,1987-02-01
83629,Senior Engineer,Tamiya,Fabrizio,1987-06-10
83634,Senior Staff,Danae,Randi,1993-06-24
83643,Engineer,Jinxi,Tsukune,1998-11-09
83650,Senior Engineer,Mariangiola,Raoux,1997-03-13
83669,Senior Engineer,Kasidit,Zlotek,1986-09-07
83698,Senior Staff,Adib,Krohn,1985-11-17
83699,Senior Staff,Fayez,Luby,1999-06-09
83715,Engineer,Zeydy,Steinauer,1996-10-16
83730,Senior Staff,Dharmaraja,Lorie,1985-12-20
83747,Senior Staff,Kristine,Schwabacher,1990-08-26
83748,Engineer,Hyuncheol,Molberg,2000-07-29
83753,Engineer,Sachar,Liedekerke,1999-03-04
83756,Senior Engineer,Constantijn,Esposito,1995-06-13
83757,Senior Engineer,Radhia,Zielinski,1995-03-20
83768,Senior Staff,Mark,Ariola,1995-03-05
83778,Senior Staff,Premsyl,Nitto,1994-04-14
83787,Senior Staff,Xuejia,Lanzelotte,1993-08-19
83792,Senior Staff,Otmar,Nishimukai,2001-10-08
83797,Senior Staff,Kazuhisa,Fontan,1997-12-04
83798,Senior Engineer,Shigeo,Kropp,1994-11-09
83804,Senior Engineer,Iara,Kragelund,1997-02-06
83806,Senior Engineer,Froduald,Kumaresan,1999-08-23
83808,Senior Staff,Danel,Setiz,1995-01-23
83822,Senior Engineer,Menkae,Haddadi,1996-09-06
83829,Senior Staff,Cristinel,Zielinski,1995-03-15
83845,Senior Staff,Franziska,Chleq,1995-02-26
83849,Senior Engineer,Shaleah,Schwartzburd,1997-01-19
83850,Senior Staff,Mooi,Bugaenko,1994-04-17
83856,Senior Staff,Udi,Ernst,1998-06-04
83858,Engineer,Gregory,Matzke,1995-12-14
83873,Senior Staff,Jaihie,Bednarek,1994-04-14
83875,Senior Staff,Neelam,Herber,1995-09-17
83881,Engineer,Gino,Michaels,1995-05-09
83887,Senior Staff,Doohun,Ciolek,1994-03-17
83895,Technique Leader,Hyuncheol,Pettey,1988-03-27
83898,Technique Leader,Erzsebet,England,1985-09-04
83905,Senior Staff,Alejandra,Savasere,1992-05-12
83910,Technique Leader,Zdislav,Flexer,1988-12-25
83913,Senior Engineer,Xuejia,Mitsuhashi,1991-12-22
83923,Engineer,Bedir,Garnham,1996-02-13
83928,Senior Staff,Paraskevi,Apsitis,1987-10-30
83934,Senior Engineer,Mabhin,Edelhoff,2000-12-13
83947,Senior Engineer,Lucien,Usdin,1991-10-20
83949,Engineer,Tomokazu,Biran,1998-01-13
83968,Senior Engineer,Giap,Rando,1993-08-31
83977,Senior Staff,Masali,Yetim,1993-03-19
83980,Senior Engineer,Zhigen,Vrecion,1994-06-24
83984,Staff,Mingsen,Pluym,1998-05-05
83986,Senior Staff,Danae,Cusworth,1993-04-08
83988,Senior Staff,Georg,Kruskal,1991-04-16
84000,Senior Engineer,Val,Antonakopoulos,1989-07-05
84001,Senior Engineer,Badri,Facello,2001-06-20
84012,Engineer,Marko,Salvesen,1995-10-02
84021,Senior Staff,Parviz,Bierbaum,1992-08-01
84025,Technique Leader,Ugo,Ariola,1987-01-20
84042,Senior Staff,Gita,Maraist,1993-09-15
84048,Technique Leader,Lillian,Portugali,1985-06-21
84051,Staff,Kirk,Taubman,1999-07-11
84059,Senior Engineer,Lidong,Hofting,1995-06-07
84061,Senior Staff,Khaled,Gopalakrishnan,1992-07-31
84062,Senior Engineer,Shuichi,Comyn,1994-07-17
84066,Senior Engineer,Jianhui,Thambidurai,1994-08-15
84093,Engineer,Masamitsu,Cronau,1996-02-11
84095,Senior Staff,Ziyad,Boudaillier,1997-09-29
84098,Senior Staff,Shalesh,Merle,1994-03-23
84114,Senior Engineer,Gaetan,Naudin,2001-08-26
84137,Senior Staff,Genevieve,Baik,1995-10-18
84138,Senior Engineer,Jovan,Maginnis,1992-09-09
84144,Senior Staff,Radhia,Wursthorn,1987-03-24
84160,Staff,Jaideep,Sherertz,1995-08-16
84188,Senior Engineer,Serenella,Holburn,1996-11-05
84202,Senior Engineer,Atreye,Serre,1993-10-29
84214,Engineer,Van,Chaudhuri,1996-05-13
84219,Senior Staff,DeForest,Vuskovic,2000-07-02
84242,Senior Staff,Tremaine,Panienski,1995-10-04
84255,Senior Staff,Ramalingam,Nations,1993-06-05
84260,Technique Leader,Gunilla,Boreale,1991-11-09
84263,Senior Staff,Jackson,Henseler,1998-09-20
84268,Senior Engineer,Kazuhira,Belinskaya,1992-05-22
84282,Engineer,Saddek,Mateescu,1996-03-10
84283,Engineer,Gal,Slaats,1999-06-10
84292,Senior Engineer,Leaf,Luff,1990-11-03
84305,Senior Engineer,Minghong,Kalloufi,1986-06-26
84318,Senior Staff,Shin,Lally,1996-01-01
84322,Engineer,Berto,Gide,1999-09-29
84331,Staff,Ziyad,Rousseau,1999-11-10
84334,Senior Staff,Zdislav,Emden,1990-10-29
84340,Senior Staff,Moriyoshi,Granlund,1997-08-15
84353,Staff,Genta,Pesch,1999-06-02
84362,Technique Leader,JoAnne,Maccarone,1989-06-12
84370,Senior Staff,Fei,Reghbati,1986-03-08
84382,Senior Engineer,Harjit,Wallrath,1987-10-18
84388,Engineer,Chikako,Sifakis,2001-10-14
84393,Senior Staff,Marke,Yemenis,1990-04-23
84407,Senior Staff,Chaoyi,Plessier,1998-01-17
84408,Senior Staff,Itzchak,Kruskal,1995-12-01
84412,Senior Staff,Somnath,Delgrande,1987-06-28
84416,Senior Staff,Satosi,Lanphier,1997-10-19
84419,Senior Engineer,Hailing,Foote,1986-04-21
84421,Senior Engineer,Lokesh,Schaar,2001-09-24
84427,Senior Engineer,IEEE,Valiente,1985-04-08
84459,Engineer,Amalendu,Barreiro,1998-11-13
84475,Assistant Engineer,Kien,Erni,1997-03-01
84487,Senior Engineer,Apostol,Hashii,1992-12-16
84502,Engineer,Murthy,Tomescu,1999-02-01
84510,Technique Leader,Matt,Leaver,1988-03-17
84552,Engineer,Pramod,Sidou,1999-04-29
84553,Senior Engineer,Ekawit,Lamparter,1986-07-31
84568,Senior Engineer,Denny,Peltason,1989-02-22
84578,Senior Staff,Shigeaki,Chorvat,1992-10-08
84587,Senior Engineer,Sangeeta,Bressoud,1989-01-09
84596,Technique Leader,Poornachandra,Picht,1986-05-26
84600,Senior Engineer,Sham,Chachaty,1994-05-02
84606,Senior Engineer,Gully,Kawashimo,1993-02-17
84626,Engineer,Yonghong,Pena,1997-01-22
84629,Senior Staff,Heon,Kaltofen,1986-12-18
84656,Senior Engineer,Danai,Lubachevsky,1991-09-27
84662,Senior Staff,Sanjeeva,Kalafatis,1999-10-04
84671,Senior Engineer,Lenore,Dalphin,1993-03-27
84672,Senior Staff,Mihalis,Lamparter,1988-07-29
84685,Senior Engineer,Alejandra,Jullig,1992-07-13
84686,Senior Engineer,Rosli,Vieri,1995-07-23
84707,Senior Engineer,Odinaldo,Ushiama,2001-08-27
84720,Senior Staff,Akemi,Champarnaud,1996-02-07
84722,Senior Engineer,Hercules,Slutz,1990-12-11
84725,Senior Engineer,Zejun,Boyle,1996-09-15
84734,Senior Engineer,Khedija,Kadhim,1993-07-26
84743,Assistant Engineer,Juichirou,Picaronny,1998-07-30
84747,Senior Staff,Yoshinari,Felcyn,1988-12-06
84748,Engineer,Jianhao,Crelier,1997-08-02
84758,Senior Engineer,Toong,Usery,1994-07-10
84773,Senior Engineer,Naraig,Frolund,1995-02-07
84797,Technique Leader,Tadanori,Baig,1985-08-27
84809,Senior Engineer,Hironoby,Zobel,2002-06-03
84821,Senior Staff,Magy,Vieri,1998-05-07
84827,Engineer,Moheb,Schmittgen,1998-06-23
84849,Senior Engineer,Kenroku,Carrera,1994-01-26
84860,Senior Engineer,Paris,Angot,1992-07-21
84883,Senior Staff,Vishv,Khalil,2001-08-06
84901,Staff,Lucien,Peak,1995-10-28
84907,Senior Staff,Miomir,Smailagic,1987-11-22
84910,Senior Staff,Kaijung,Mondadori,1998-09-18
84916,Senior Staff,Saddek,Jiafu,1992-06-27
84917,Engineer,Rafael,Fetvedt,1996-04-26
84931,Senior Staff,Basem,Sommer,1996-11-16
84933,Senior Engineer,Sailaja,Plessier,1987-08-28
84943,Senior Engineer,Hugo,Benantar,1997-11-02
84945,Senior Staff,DeForest,Hinsberger,1992-04-29
84974,Technique Leader,Baocai,Pell,1993-06-06
84976,Senior Staff,Eran,Perez,1994-11-29
84982,Senior Staff,Gino,Biron,1992-02-04
84983,Senior Engineer,Shigeo,Bashian,1992-07-09
84994,Senior Staff,Seongbae,Haraldson,1993-05-02
84999,Senior Staff,Turgut,Koblitz,1996-10-04
85007,Senior Staff,Tze,Hiyoshi,1995-10-19
85015,Senior Staff,Lijia,Lipner,2002-01-21
85017,Senior Staff,Falguni,Swiler,1991-07-12
85018,Engineer,Marjo,Billingsley,1996-01-24
85020,Senior Staff,Tiina,Peir,1994-03-27
85024,Senior Staff,Zeydy,Hmelo,1987-12-24
85028,Senior Staff,Ebru,Heydon,1998-01-20
85033,Senior Staff,Garnet,Luke,1991-04-03
85040,Senior Staff,Chikako,Legleitner,2000-02-11
85057,Senior Engineer,Charlene,Sadowsky,1995-05-17
85062,Senior Engineer,Vasilis,Luks,1988-08-13
85079,Senior Staff,Shan,Wossner,1994-09-19
85080,Senior Engineer,Munir,Hofmeyr,2001-05-05
85096,Engineer,Xinglin,Feinberg,1998-02-08
85109,Assistant Engineer,Ottavia,Rebaine,1998-12-14
85111,Senior Staff,Sastry,Kavraki,1994-05-10
85119,Senior Staff,Xiaobin,Himler,1987-12-01
85139,Senior Staff,Joydip,Tagansky,1995-03-18
85146,Senior Staff,Hironobu,Nittel,1997-07-25
85150,Senior Engineer,Olivera,Cangellaris,1997-04-05
85154,Senior Staff,Moss,Narahara,1993-04-24
85159,Senior Staff,Kendra,Buescher,2000-06-06
85173,Senior Staff,Stepehn,Coombs,1997-01-26
85184,Senior Engineer,Gretta,Peng,2001-06-10
85195,Senior Staff,Jiafu,Quadeer,1995-11-12
85199,Engineer,Souichi,Barbanera,1999-12-16
85200,Senior Engineer,Ebbe,Serna,1996-05-18
85202,Senior Engineer,Guttorm,Erdi,1990-09-17
85204,Senior Staff,Moni,Silva,1999-12-27
85206,Technique Leader,Shahar,Navazio,1986-01-22
85210,Senior Staff,Yolla,Openshaw,1987-01-20
85215,Senior Staff,Along,Detkin,1995-08-03
85219,Senior Engineer,Anyuan,Zaiane,1999-01-31
85220,Senior Staff,Kristin,Lipner,1994-01-25
85225,Staff,Felicidad,Dulli,1997-07-28
85230,Staff,Gal,Demke,1998-08-29
85241,Senior Staff,Martijn,Falck,1995-08-23
85242,Staff,Kirk,Ernst,1999-09-01
85256,Senior Engineer,Odinaldo,Kroha,2001-09-12
85258,Senior Engineer,Elzbieta,Schwabacher,1988-06-27
85264,Senior Engineer,Annemarie,Silva,2002-01-05
85267,Senior Staff,Masaru,Winter,1990-01-21
85278,Senior Engineer,Kamakshi,Karnin,1988-11-19
85281,Senior Engineer,Tamiya,Grospietsch,1991-08-09
85295,Senior Engineer,Zvonko,Kroon,2001-09-15
85300,Technique Leader,Panayotis,Domenig,1986-11-27
85318,Senior Engineer,Navid,Hanratty,1989-07-15
85325,Technique Leader,Nagui,Kadhim,1988-07-14
85328,Senior Engineer,Kien,Kitsuregawa,1997-06-12
85344,Senior Staff,Owen,Dayana,1996-01-20
85347,Senior Staff,Heeju,Prochazka,1986-08-04
85353,Senior Staff,Kien,Tasistro,1995-08-03
85371,Senior Staff,Suebskul,Lanphier,1995-08-29
85374,Technique Leader,Hairong,Herber,1992-07-02
85377,Senior Engineer,Ishfaq,Vecchio,2000-04-25
85385,Senior Staff,Alper,Bennis,1993-03-24
85391,Staff,Aleksander,Glinert,1997-01-02
85394,Senior Engineer,Sastry,Conta,1994-10-20
85406,Senior Staff,Serap,Matzke,1996-10-07
85416,Senior Engineer,Haldun,Melton,1993-07-30
85433,Senior Engineer,Eberhardt,Stanfel,1986-03-18
85463,Engineer,Kyoichi,Picht,1996-02-03
85469,Senior Engineer,Sasan,Schmiedel,1994-06-23
85470,Technique Leader,Domenick,Mahmud,1985-02-10
85489,Senior Staff,Adas,Zwicker,1988-09-12
85494,Senior Staff,Lech,Gulik,1992-08-16
85504,Senior Engineer,Ghassan,Streit,1990-04-08
85513,Senior Staff,Yagil,Spieker,1994-04-11
85524,Senior Engineer,Lillian,Tokunaga,2001-12-21
85525,Senior Staff,Chenyi,Schlenzig,1992-01-24
85526,Senior Engineer,Tzvetan,Frolund,1987-12-19
85532,Senior Engineer,Jinxi,Imataki,1993-03-04
85537,Senior Staff,Tzu,Bernatsky,1995-05-26
85551,Technique Leader,Mohit,Perry,1998-08-04
85552,Senior Engineer,Atilio,Perko,1985-09-06
85555,Engineer,Parke,Morrow,1999-07-14
85570,Senior Staff,Shigehito,Karlin,1995-04-05
85575,Senior Staff,Kiyotoshi,Matzov,1997-05-31
85577,Staff,Deniz,Sadowski,1998-06-12
85583,Engineer,Sanjeeva,Hiyoshi,1999-08-24
85589,Senior Engineer,Amstein,Bressoud,1985-12-13
85607,Senior Engineer,Yucai,Hertweck,1997-08-21
85609,Senior Engineer,Otmar,Benner,1998-05-11
85620,Senior Staff,Yoshinari,Chvatal,1997-12-30
85621,Senior Staff,Steen,Peha,1993-10-04
85622,Staff,Berthier,Dengi,1998-07-02
85624,Senior Staff,Ayonca,Keustermans,1993-06-15
85631,Senior Staff,Munehiro,Murtagh,1993-07-31
85633,Senior Staff,Salvador,Snedden,1994-04-30
85641,Senior Staff,Breannda,Buescher,1994-05-10
85645,Assistant Engineer,Henk,Ashish,1994-12-11
85647,Senior Staff,Kristian,Waymire,1993-11-25
85669,Senior Engineer,Yishay,Denis,1996-02-08
85675,Technique Leader,Ziya,Spell,1987-08-22
85692,Senior Engineer,Marin,Petersohn,1995-11-06
85696,Senior Staff,Wuxu,Mitzlaff,1998-08-11
85708,Senior Engineer,Steen,Otillio,1999-05-23
85719,Senior Staff,Satosi,Rosti,1998-01-17
85739,Senior Engineer,Fumino,Benzaken,1985-09-15
85743,Senior Staff,Ramalingam,Wissmann,1999-05-27
85755,Senior Staff,Aloys,Ozeri,1993-06-01
85757,Senior Staff,Kannan,Bach,2000-03-04
85761,Engineer,Kazuyasu,Hofting,2000-01-26
85775,Senior Engineer,Georgy,Engberts,1999-03-21
85776,Senior Staff,Dante,Reutenauer,1991-05-01
85784,Senior Staff,Nechama,Cronau,1992-10-25
85786,Senior Staff,Rafail,Chaudhuri,1997-09-24
85796,Staff,Honglan,Boissier,1998-01-17
85799,Senior Staff,Radhika,Parveen,1998-03-03
85811,Senior Engineer,Dayanand,Bain,2002-06-13
85812,Senior Engineer,Seshu,Erbe,1993-11-19
85825,Senior Staff,Hongzhu,Zedlitz,2000-04-25
85827,Senior Staff,Basant,Schach,1994-01-16
85835,Senior Engineer,Pantung,Gyorkos,1996-10-07
85840,Engineer,Kazuhiko,Reinhart,1998-11-11
85850,Senior Engineer,Leszek,Usdin,1988-02-20
85866,Senior Staff,Dinkar,Baek,2001-09-24
85876,Engineer,Kellyn,Merks,1995-04-20
85883,Engineer,Takahito,Reghbati,1999-06-30
85892,Engineer,Rasikan,Binkley,1997-03-14
85894,Senior Engineer,Teunis,Eugenio,1996-08-29
85899,Senior Staff,Chinhyun,Zaiane,1996-09-11
85901,Senior Staff,Tommaso,Hagimont,2001-07-22
85910,Senior Staff,Nishit,Lemarechal,1992-08-09
85913,Senior Engineer,Anwar,Rehfuss,1995-01-06
85924,Senior Engineer,Gita,Menhardt,1994-06-18
85939,Senior Staff,Xinyu,Schlegelmilch,1986-12-03
85941,Senior Staff,Sampalli,Lunt,1992-07-22
85942,Engineer,Jaber,Sankaranarayanan,1998-12-17
85949,Senior Engineer,Thodoros,Penttonen,1999-04-18
85958,Senior Staff,Fusako,Vadhan,1993-12-05
85968,Technique Leader,Idoia,Lorch,1996-04-10
85988,Senior Staff,Aiichiro,Brlek,1996-12-12
85990,Senior Engineer,Saeko,Jakobus,2001-11-27
85999,Senior Staff,Arch,Dymetman,1987-07-21
86003,Senior Engineer,Khaled,Zielinski,1993-02-20
86005,Senior Staff,Sahrah,Samarati,2000-01-16
86014,Technique Leader,Maris,Zeilberger,1985-04-16
86016,Engineer,Eldridge,Compeau,1997-03-08
86023,Senior Staff,Yuqun,Braunschweig,1993-09-30
86029,Senior Engineer,Yuguang,Cronau,1988-05-29
86037,Staff,Khaled,Badache,2000-01-15
86045,Engineer,Leah,Kavanagh,1997-07-24
86047,Engineer,Ebru,Suppi,1998-07-20
86052,Senior Staff,Hidekazu,Badache,1993-01-26
86060,Senior Staff,Arvind,Luce,1993-10-06
86062,Senior Staff,Zengping,Anido,1999-09-09
86065,Senior Engineer,Suebskul,Fetvedt,1993-09-21
86070,Senior Engineer,Diederik,Restivo,1986-04-11
86071,Staff,Premsyl,Kavvadias,1998-08-04
86074,Senior Staff,Susanne,Zirintsis,1997-01-03
86081,Senior Staff,Valery,Iwayama,2002-07-19
86082,Senior Staff,Marsha,Redmiles,1994-12-14
86083,Senior Engineer,Parke,Spell,1986-09-30
86111,Senior Engineer,Flemming,Mondadori,1994-07-11
86139,Senior Staff,Arif,Lichtman,1994-09-24
86155,Technique Leader,Tadahiko,Luke,1985-02-08
86157,Engineer,Kwangsub,Demizu,1996-05-11
86164,Senior Staff,Adit,Rothe,1998-12-13
86175,Senior Engineer,Marc,Herbst,1996-02-28
86178,Senior Staff,Sakthirel,Krogh,1994-07-06
86183,Senior Engineer,Takahiro,Baja,1994-09-01
86196,Staff,Ugo,Cincotta,1998-12-22
86211,Senior Engineer,Shih,Vanwelkenhuysen,1993-05-16
86217,Assistant Engineer,Mari,Asrin,1999-03-20
86224,Senior Staff,Shaunak,Ishibashi,1998-04-07
86252,Staff,Mahendra,Selenyi,1996-03-20
86267,Senior Engineer,Masato,Guting,1997-07-22
86269,Senior Staff,Kristinn,Swift,1996-04-25
86270,Senior Staff,Prodip,Menhoudj,1991-08-30
86271,Senior Staff,Ipke,Llado,1997-02-03
86275,Engineer,Ipke,Genin,1998-04-22
86282,Senior Staff,Martien,Baak,1992-07-23
86284,Engineer,Fabrizio,Wrigley,1996-10-29
86287,Senior Staff,Masami,Liesche,1990-07-15
86297,Technique Leader,Susuma,Feldmann,1990-05-30
86305,Senior Engineer,Nadjib,Weisert,1997-08-05
86308,Engineer,Dipankar,Muhling,1997-06-08
86321,Engineer,Shiv,Vasanthakumar,1994-04-14
86342,Senior Engineer,Marit,Boguraev,2002-07-21
86351,Senior Staff,Jackson,Staylopatis,1987-06-15
86357,Technique Leader,Rosalyn,Sessa,1985-07-04
86364,Senior Engineer,Shushma,Decaestecker,1989-03-30
86369,Senior Engineer,Barton,Stemann,1995-05-26
86395,Senior Staff,Duke,Grospietsch,1989-01-14
86404,Senior Engineer,Jungsoon,Quaggetto,1995-09-04
86405,Senior Engineer,Sreekrishna,Bale,1992-05-08
86416,Senior Engineer,Kazuhiro,Budinsky,1988-12-17
86436,Senior Staff,Hilari,Kropf,2001-06-15
86437,Senior Engineer,Zvonko,Bednarek,2000-03-29
86445,Senior Staff,Chaoyi,Wynblatt,1993-10-22
86448,Senior Engineer,Fumino,Garnier,1999-04-06
86459,Senior Staff,Gritta,Etalle,1998-08-14
86480,Senior Engineer,Navid,Tramer,1999-08-27
86483,Senior Staff,Shigenori,Gill,1994-02-27
86491,Senior Engineer,Shuzo,Conta,1990-12-18
86494,Senior Staff,Masato,Perng,1988-12-30
86499,Senior Staff,Lech,Escriba,1994-01-08
86513,Senior Staff,Yishay,Murtha,1991-10-04
86527,Senior Staff,Toshiko,Pollacia,2002-01-07
86539,Senior Staff,Adam,Junet,1994-10-06
86554,Senior Engineer,George,Itschner,1991-09-02
86559,Senior Engineer,Weiye,Tsukuda,1993-05-29
86561,Assistant Engineer,Thodoros,Frolund,1993-08-16
86564,Senior Engineer,Jaideep,Theuretzbacher,1986-03-12
86575,Staff,Berthier,Sinitsyn,1997-11-16
86600,Senior Staff,Baocai,Baba,1996-03-30
86608,Staff,Honglan,Shigei,1999-02-28
86612,Senior Staff,Yuchang,McAffer,1996-09-03
86617,Senior Staff,Mingsen,Desikan,1998-09-22
86626,Senior Staff,Sashi,Polajnar,1994-06-16
86629,Senior Staff,Yolla,Sommer,1993-02-19
86631,Senior Engineer,Tristan,Isaac,1986-07-13
86634,Technique Leader,Odysseas,Terlouw,1990-04-29
86641,Senior Engineer,Kamran,Gladwell,1993-07-15
86654,Senior Staff,Jeane,Taubenfeld,1991-03-28
86667,Senior Engineer,King,Slobodova,1995-06-07
86674,Senior Staff,Fumiya,Candan,2002-04-16
86690,Senior Engineer,Carrsten,Whitcomb,2001-01-28
86691,Senior Staff,Kagan,Serdy,1993-06-27
86715,Engineer,Katsuo,Farrag,1997-10-07
86746,Senior Engineer,Parke,Seiwald,1991-03-27
86751,Senior Engineer,Feiyu,Swick,1987-06-04
86754,Senior Staff,Guadalupe,Vigier,1999-06-28
86772,Staff,Kayoko,Chepyzhov,1997-10-16
86776,Senior Staff,Palash,Danecki,1995-11-30
86788,Senior Staff,Golgen,Saoudi,1995-02-08
86817,Senior Engineer,Shmuel,Sommen,1998-02-16
86819,Senior Staff,Wuxu,Bisiani,1994-06-13
86822,Senior Engineer,Halsur,Veccia,2001-02-13
86823,Engineer,Xiaopeng,Perly,1994-01-27
86831,Staff,KayLiang,Nanard,1998-05-23
86832,Senior Engineer,Duro,Magalhaes,1996-12-07
86838,Senior Staff,Janche,Gecseg,1993-03-12
86851,Senior Staff,Kensyu,Schusler,1993-04-24
86852,Senior Engineer,Lijie,McFarlin,1993-03-17
86853,Senior Staff,Dhritiman,Giveon,1998-04-21
86856,Staff,Vasilis,Perelgut,1998-09-26
86862,Engineer,Pascal,Fetvedt,1997-09-17
86871,Senior Engineer,Djenana,Zolotykh,1987-05-04
86887,Senior Staff,Martijn,Roison,2000-06-23
86905,Senior Engineer,Alenka,Streng,1996-10-29
86906,Senior Engineer,Adel,Fiutem,1985-06-07
86934,Senior Engineer,Jovan,Strooper,1994-10-02
86941,Senior Staff,Zhiguo,Tanemo,1995-09-01
86947,Senior Staff,Vitali,Hooghiemstra,1998-03-25
86948,Staff,Rosita,Swan,1998-09-14
86951,Senior Engineer,Martijn,Coors,1985-07-21
86952,Senior Staff,Richard,Oskamp,1993-04-26
86957,Senior Engineer,Aris,Guenter,1998-01-24
86969,Senior Engineer,Shai,Rijckaert,1999-03-24
86970,Senior Engineer,Hugo,Zizka,1985-08-12
86973,Engineer,Shao,Honiden,2000-10-30
86977,Senior Engineer,Volkmar,Hofstetter,1988-04-16
86984,Senior Engineer,Lakshmi,Kawashima,1995-06-17
87001,Senior Staff,Sanjit,Maquelin,1996-05-06
87022,Senior Engineer,Mario,Eterovic,1993-04-11
87028,Senior Engineer,Greger,Perfilyeva,1995-07-12
87030,Senior Staff,Shmuel,Prenel,1996-09-30
87043,Senior Engineer,Fay,Anily,1999-06-30
87047,Senior Staff,True,Beilner,1995-05-15
87054,Senior Engineer,Szabolcs,Kandlur,1998-11-22
87059,Senior Staff,Girolamo,Leuchs,1997-04-12
87060,Senior Staff,Willard,Birdsall,1993-03-30
87064,Engineer,Ewing,Bednarek,1997-05-22
87066,Senior Staff,Jaber,Zobel,1993-12-20
87070,Senior Engineer,Tsz,Farrow,1985-08-31
87078,Senior Engineer,Boalin,Muntz,1993-01-22
87091,Senior Staff,Sashi,Hiraishi,1995-11-12
87094,Senior Engineer,Stevo,Turnbull,1996-02-08
87095,Staff,Jixiang,Laurillard,1998-08-08
87107,Senior Staff,Kasturi,Peir,1997-01-10
87115,Senior Staff,Charlene,Zyda,1995-02-13
87133,Senior Staff,Alexius,Schoegge,1986-05-21
87137,Senior Staff,Aluzio,Tsunoo,1994-07-13
87144,Engineer,Kshitij,Naudin,1996-09-03
87152,Senior Staff,Nakhoon,Byoun,1993-06-23
87158,Technique Leader,Nahid,Neiman,1986-09-20
87160,Senior Engineer,Nevio,Gihr,1986-05-25
87161,Senior Staff,Ennio,Sudkamp,2001-03-22
87168,Senior Engineer,Herb,Beerel,1988-02-12
87170,Senior Engineer,Macha,Gide,1994-06-04
87186,Senior Staff,Shaowei,Luby,1993-12-16
87196,Engineer,Caolyn,Ozery,1997-05-18
87197,Senior Engineer,Shahab,Unni,1997-03-22
87199,Engineer,Yefim,Luck,1996-02-04
87200,Senior Engineer,Shridhar,Skafidas,1994-04-07
87202,Senior Staff,Hatem,Coors,1990-11-08
87211,Engineer,Ohad,Masada,1995-12-16
87232,Senior Engineer,Arch,Thebaut,1991-01-12
87234,Senior Staff,Boriana,Mungall,1993-09-04
87246,Senior Staff,Boaz,Melichar,2000-01-21
87269,Senior Staff,IEEE,Etalle,1999-07-05
87274,Senior Staff,Hilari,Gide,1992-07-27
87278,Senior Engineer,Masato,Kragelund,1995-06-25
87284,Senior Staff,Ranga,Fandrianto,1991-01-15
87293,Senior Staff,Kwangho,Champarnaud,1993-06-19
87302,Senior Staff,Martina,Garigliano,1995-03-19
87306,Staff,Mabhin,Speckmann,1995-11-07
87308,Staff,Shaz,Bresenham,1996-04-05
87319,Senior Staff,Zita,Bain,1993-05-23
87323,Senior Engineer,Akemi,Nastansky,1995-10-17
87336,Senior Staff,Arco,Dusink,1999-02-11
87337,Senior Staff,Huai,Barbanera,1987-04-15
87339,Technique Leader,Kamakshi,Aseltine,1990-02-03
87357,Senior Engineer,Constantijn,Kambil,1994-03-16
87359,Senior Staff,Sadok,Bael,1993-04-12
87372,Senior Staff,Maren,Stellhorn,1994-08-13
87374,Senior Staff,Sampalli,Maraist,1987-10-10
87401,Senior Engineer,Shietung,Zweizig,1997-10-19
87415,Engineer,Radhia,Thibadeau,1998-12-27
87422,Senior Engineer,Mohamadou,Lorcy,1988-08-19
87442,Engineer,Marjo,Jeong,2000-09-20
87446,Senior Engineer,Theron,Wilharm,1988-07-09
87448,Senior Engineer,Weidon,Serna,1997-09-10
87449,Engineer,Golgen,Validov,1995-11-18
87450,Senior Engineer,Xuedong,Shobatake,1996-06-08
87451,Senior Engineer,Zhonghui,Denos,1995-06-18
87454,Senior Staff,Terresa,Veeraraghavan,1992-07-06
87461,Senior Engineer,Moni,Decaestecker,1989-05-31
87476,Senior Engineer,Amabile,Niizuma,1991-01-20
87480,Senior Staff,Geoff,Mitzlaff,1988-02-15
87483,Senior Engineer,Vesna,Baranowski,2001-05-09
87492,Senior Engineer,Susuma,Kushner,1992-12-22
87498,Senior Staff,Rafols,Shobatake,2001-04-13
87504,Senior Engineer,Fumiya,Takanami,2000-11-13
87526,Senior Staff,Turgut,Lanphier,1992-03-14
87560,Senior Staff,Mansur,Gniady,1996-05-03
87568,Senior Engineer,Erez,Usery,1995-08-12
87585,Senior Engineer,Oscar,Morrin,1992-08-31
87637,Senior Staff,Qingxiang,Aamodt,2002-06-18
87638,Senior Staff,Fay,Raczkowsky,1993-03-16
87640,Senior Engineer,Shigehito,Swift,1991-06-13
87663,Senior Engineer,Lenore,Pews,1997-01-06
87671,Senior Staff,Oldrich,Kandlur,1985-02-11
87672,Senior Staff,Sadok,Zlotek,1997-05-23
87679,Senior Staff,Guenter,Marciano,1993-03-11
87681,Senior Engineer,IEEE,Birge,1988-06-18
87693,Technique Leader,Mikhail,Osgood,1990-02-22
